;period;start;end;n;missing;start;end;n;log;adjust;lp;;;ntd;nmh;td-derived;;;td-ftest;easter;;;nout;noutao;noutls;nouttc;noutso;td(1);;;td(2);;;td(3);;;td(4);;;td(5);;;td(6);;;out(1);;;out(2);;;out(3);;;out(4);;;out(5);;;out(6);;;out(7);;;out(8);;;out(9);;;out(10);;;out(11);;;out(12);;;out(13);;;out(14);;;out(15);;;out(16);;;out(17);;;out(18);;;out(19);;;out(20);;;out(21);;;out(22);;;out(23);;;out(24);;;out(25);;;out(26);;;;neffectiveobs;np;logvalue;adjustedlogvalue;ssqerr;aic;aicc;bic;bicc;ser;ser-ml;mean;skewness;;;kurtosis;;;dh;lb;lb2;;;seaslb;bp;bp2;seasbp;nudruns;ludruns;nruns;lruns;arima;mean;p;d;q;bp;bd;bq;phi(1);phi(2);phi(3);bphi(1);th(1);th(2);bth(1);seasonality;parameters_cutoff;model_changed;tvar-estimator;tvar-estimate;tvar-pvalue;savar-estimator;savar-estimate;savar-pvalue;svar-estimator;svar-estimate;svar-pvalue;ivar-estimator;ivar-estimate;ivar-pvalue;tscorr-estimator;tscorr-estimate;tscorr-pvalue;ticorr-estimator;ticorr-estimate;ticorr-pvalue;sicorr-estimator;sicorr-estimate;sicorr-pvalue;;;method;cycle;seasonality;irregular;tdh;others;total;logstat;levelstat;fcast-insample-mean;fcast-outsample-mean;fcast-outsample-variance;seas-lin-f;seas-lin-qs;seas-lin-kw;seas-lin-friedman;seas-lin-periodogram;seas-lin-spectralpeaks;seas-si-combined;seas-si-evolutive;seas-si-stable;seas-res-f;seas-res-qs;seas-res-kw;seas-res-friedman;seas-res-periodogram;seas-res-spectralpeaks;seas-res-combined;seas-res-combined3;seas-res-evolutive;seas-res-stable;seas-i-f;seas-i-qs;seas-i-kw;seas-i-periodogram;seas-i-spectralpeaks;seas-i-combined;seas-i-combined3;seas-i-evolutive;seas-i-stable;seas-sa-f;seas-sa-qs;seas-sa-kw;seas-sa-friedman;seas-sa-periodogram;seas-sa-spectralpeaks;seas-sa-combined;seas-sa-combined3;seas-sa-evolutive;seas-sa-stable;seas-sa-ac1;td-sa-all;td-sa-last;td-i-all;td-i-last;td-res-all;td-res-last;ic-ratio-henderson;ic-ratio;msr-global;msr(1);msr(2);msr(3);msr(4);msr(5);msr(6);msr(7);msr(8);msr(9);msr(10);msr(11);msr(12);trendfilter;seasfilter;m1;m2;m3;m4;m5;m6;m7;m8;m9;m10;m11;q;q-m2;definition;;annual totals;;spectral seas peaks;spectral td peaks;normality;;independence;;spectral td peaks;;spectral seas peaks;;number of outliers;;mean;;mse;;q;;q-m2;;seas variance;;irregular variance;;seas/irr cross-correlation;;qs test on sa;;qs test on i;;f-test on sa (seasonal dummies);;f-test on i (seasonal dummies);;combined seasonality test on sa;;combined seasonality test on sa (last 3 years);;combined seasonality test on irregular;;f-test on sa (td);;f-test on i (td);;quality
RF2572;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;;;;0;0;;;;;;;;1;0;0;1;0;;;;;;;;;;;;;;;;;;;TC (3-2020);-65,784423;-5,1618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;5;-438,620358814;-438,620358814;25100,89929291;887,240717628;887,852962526;900,462672123;5,664898473;15,84326333;15,535597861;0,215686;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,146906;0,5408;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,755423;0,6107;0,461455;18,924544;Chi2 with 22 degrees of freedom ;24,981902;0,2979;0;16,638142;22,443793;0;-0,938474;262,292546;0,595238;10,246213;(0,1,1)(0,1,1);1;0;1;1;0;1;1;;;;;-0,763592;;-0,76743;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,139261188;0,645425094;0,125989563;0;0,084551686;0,995227531;;;0,984780314;0,0302764;0,69354586;0;0;0,000008369;0;0;--.AT.AT.At.-t.AT;Present;0,013284305;0;0,389290737;1;0,231150296;0,055155979;0,100315816;--.--.A-.A-.--.A-;None;None;0,167438231;0,372841015;0,865222658;1;0,999694535;0,861969734;--.-t.--.--.--.--;None;None;0,026013255;0,858028851;0,933131196;1;0,999922001;0,989048072;0,861798498;--.-t.--.--.--.--;None;None;0,228205965;0,963737555;-0,488457041;0,000311036;0,020814766;0,240978577;0,413815892;0,310336501;0,626440855;5,381212476;5,728944217;4,06422502;2,770427047;6,101648197;3,373414212;2,598275171;8,401215376;5,529321954;5,871587014;6,210144203;6,296496664;5,403225296;5,686643005;1,251115469;13 terms Henderson moving average;3x5;0,634656559;0,308902469;1,145385312;0,457343906;1,31574957;0,025690008;0,426215286;0,55706974;0,463331344;0,812875872;0,812727388;0,609043383;0,646139451;Good;0;Good;0,003;Good;Good;Good;0,794;Good;0,65;Uncertain;0,051;Good;0,228;Good;0,009;Uncertain;0,03;Good;0,694;Good;0,609;Good;0,646;;;;;;;Good;1;Good;1;Good;0,876;Good;0,901;Good;0,896;Good;0,488;Good;0,922;Uncertain;0,021;Good;0,414;Good
RF2573;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;0;td-derived;-0,011602;-1,285;0,000000126;;;;2;1;0;1;0;Monday;-0,005902;-0,6445;Tuesday;0,02802;3,0195;Wednesday;-0,00259;-0,2832;Thursday;0,002208;0,2358;Friday;0,026134;2,7831;Saturday;-0,036268;-4,0197;TC (3-2020);-0,357097;-8,146;AO (12-2018);0,172465;3,9856;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;11;162,235094698;-310,291179889;0,255977688;642,582359777;645,451924995;671,670659668;-5,560479847;0,052183972;0,049611732;-0,096514;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,424316;0,0773;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,776926;0,1058;4,829792;10,120379;Chi2 with 22 degrees of freedom ;14,534963;0,8814;0;8,908597;12,563754;0;-0,469237;1,101436;0,409922;2,45269;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,55279;;-0,572181;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,052551534;0,831695213;0,025527655;0,021942773;0,078727646;1,010444821;;;0,967156613;0,805989278;0,36134826;0;0;0,00000069;0;0;At.AT.AT.AT.AT.AT;Present;0,538561172;0;0,416865176;1;0,326912388;0,449730023;0,422832603;--.--.--.--.A-.--;None;None;0,661403979;0,392803029;0,849746608;1;0,997936253;0,891090855;--.--.--.--.--.--;None;None;0,625800965;0,843545816;0,919260602;1;0,9997674;0,968650192;0,874941389;--.--.--.--.--.--;None;None;0,439589389;0,967934064;-0,354132951;0,959324945;0,977880349;0,999083709;0,99644932;0,998808377;0,999245593;3,922025694;4,951125842;3,300578582;2,279447724;1,510273495;2,673349558;6,083892538;8,347645017;3,700307681;3,213612856;4,678235068;2,211969364;3,78536731;3,117687212;4,652577987;13 terms Henderson moving average;3x5;0,184620163;0,107165132;1,138062975;0,057167988;1,171562566;0,279768567;0,199527785;0,436243285;0,419013516;0,64929382;0,648794563;0,453185169;0,495951691;Good;0;Good;0,004;Good;Good;Uncertain;0,089;Good;0,985;Good;0,652;Good;0,192;Good;0,017;Good;0,806;Good;0,361;Good;0,453;Good;0,496;;;;;;;Good;1;Good;1;Good;0,868;Good;0,898;Good;0,475;Uncertain;0,072;Good;0,697;Good;0,978;Good;0,996;Good
RF2591;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;-0,235573;-0,1171;7;1;td-derived;-2,739289;-4,1589;0;Easter [1];-2,47544;-2,037;4;2;0;2;0;Monday;0,673973;0,9912;Tuesday;1,721657;2,5459;Wednesday;1,439979;2,1431;Thursday;0,189119;0,2795;Friday;1,502388;2,2062;Saturday;-2,787826;-4,3626;TC (4-2020);-14,390075;-3,7031;TC (6-2020);-15,562714;-4,0204;AO (8-2017);12,236229;3,8659;AO (1-2014);12,124981;3,8071;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;16;-289,134234134;-289,134234134;1404,251535815;610,268468267;616,450286449;652,73183387;3,258150854;3,950037322;3,657023947;-0,753745;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;0,032384;0,8922;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;2,756421;0,6104;0,02738;23,148091;Chi2 with 21 degrees of freedom ;26,579468;0,1852;0,559802;20,129442;22,697445;0,486557;0,077826;2,699169;-0,482305;5,151462;(1,0,1)(0,1,1);0;1;0;1;0;1;1;-0,811061;;;;-0,1385;;-0,673724;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,067194274;0,759732994;0,030788347;0,060708566;0,089188077;1,007612259;;;0,456025054;0,948039948;0,896209655;0;0;0;0;0;At.At.AT.AT.AT.AT;Present;0,049383245;0;0,396775425;0,755858665;0,246918877;0,466086518;0,499342762;--.--.--.--.--.At;None;None;0,111773091;0,382136733;0,948140098;1;0,998422704;0,957423101;--.--.--.--.--.--;None;None;0,087821969;0,946205839;0,973548468;1;0,999939279;0,989791022;0,95457684;--.--.--.--.--.--;None;None;0,087909168;0,990286335;-0,158077694;0,9536296;0,6836061;0,993812545;0,984286225;0,917078778;0,776983567;3,039310695;3,537664272;3,473140066;2,369165361;2,879718761;1,269678905;2,306026982;7,893469088;6,098626445;3,256808905;2,161597342;6,16822749;6,942973552;8,223105749;5,47487287;13 terms Henderson moving average;3x5;0,194976446;0,14223635;0,660170524;0,057167988;0,666440518;0,210743973;0,204606583;0,329760462;0,274202561;0,407956413;0,388759094;0,311092206;0,331962031;Good;0;Good;0,002;Severe;Good;Good;0,986;Good;0,336;Good;0,556;Good;0,306;Uncertain;0,034;Good;0,948;Good;0,896;Good;0,311;Good;0,332;;;;;;;Good;1;Good;1;Good;0,997;Good;0,998;Good;0,566;Good;0,918;Good;0,808;Good;0,684;Good;0,984;Severe
RF2592;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;0;td-derived;-0,040596;-4,1942;0;;;;0;0;0;0;0;Monday;0,026251;2,6917;Tuesday;0,00426;0,4335;Wednesday;0,015977;1,615;Thursday;-0,000474;-0,0466;Friday;0,024096;2,3839;Saturday;-0,029514;-3,0725;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;9;151,53926862;-325,835177463;0,318483711;669,670354926;671,585248543;693,469873018;-5,43131401;0,057598079;0,055338444;0,578862;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,172467;0,4727;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;2,963905;0,9401;0,64819;19,82548;Chi2 with 22 degrees of freedom ;27,952104;0,1773;0,488397;16,598267;24,466119;0,423892;-0,469237;3,984353;-0,981953;22,828668;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,593105;;-0,494097;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,071167993;0,833597502;0,04700949;0,053285601;0;1,005060586;;;0,34083216;0,554394027;0,39647532;0;0;0;0;0;At.AT.AT.At.AT.--;Present;0,006134132;0;0,944505173;0,783332104;0,92936316;0,648499112;0,698339767;at.A-.--.--.--.--;None;None;0,446133564;0,938507662;0,694994419;0,84485326;0,991639378;0,893346145;--.a-.--.--.--.--;None;None;0,811825714;0,680295599;0,863147778;0,997504565;0,99957936;0,991807835;0,963015158;--.--.--.--.--.--;None;None;0,066324348;0,809988982;-0,419432806;0,943060661;0,871026025;0,999023558;0,992915539;0,993587508;0,967007444;5,322362523;4,986976426;3,411820627;6,80494781;1,582649856;3,984128962;3,435528816;3,584504972;2,785200747;3,030543371;3,577651533;3,167251756;3,579362343;6,551931565;3,766344442;13 terms Henderson moving average;3x5;0,316201176;0,279228978;1,189139888;0,4859279;0,952488356;0,235271749;0,303808511;0,520964684;0,449300226;0,778054567;0,766931871;0,532827953;0,564171647;Good;0;Good;0,005;Bad;Good;Good;0,723;Good;0,594;Good;0,39;Good;0,164;Good;0;Good;0,554;Good;0,396;Good;0,533;Good;0,564;;;;;;;Good;0,998;Good;0,975;Good;0,935;Good;0,728;Good;0,81;Good;0,163;Good;0,68;Good;0,871;Good;0,993;Good
RF2593;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;0,879978;0,2078;7;0;td-derived;-5,119278;-3,7288;0,00000001;;;;2;1;0;1;0;Monday;3,903429;2,8509;Tuesday;2,38512;1,6861;Wednesday;1,234645;0,86;Thursday;-0,350058;-0,2463;Friday;0,33892;0,2348;Saturday;-2,392778;-1,7422;TC (3-2020);-46,991476;-6,2845;AO (4-2020);-31,00706;-4,3183;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;12;-365,281512973;-365,281512973;6605,607216152;754,563025947;757,991597375;786,295716736;4,642516899;8,427813155;7,969658337;0,660951;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,364094;0,1296;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,367182;0,4447;2,849356;16,200747;Chi2 with 22 degrees of freedom ;14,161747;0,8956;0,330278;13,764657;12,026038;0,286656;-0,234619;0,924868;-0,182188;6,622098;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,479118;;-0,498575;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,06163177;0,712752233;0,044201562;0,038777213;0,139729538;0,997092316;;;0,56316821;0,993449519;0,68701798;0;0;0,000000013;0;0;At.AT.AT.At.AT.AT;Present;0,000858601;0;0,389347503;0,847776059;0,598122219;0,57407868;0,530087857;--.--.--.-t.--.--;None;None;0,475014229;0,374152225;0,975122728;0,971838986;0,999401079;0,948794596;--.--.--.--.--.--;None;None;0,08084941;0,973376395;0,992180866;0,99714936;0,999453304;0,98277149;0,994710493;--.--.--.--.--.--;None;None;0,408758586;0,99693233;-0,357044155;0,935440299;0,874666676;0,99317752;0,928732593;0,99056291;0,987275839;3,047514481;3,761012315;3,212005056;3,79088271;5,498092564;5,669137994;5,368854841;4,311923721;4,081581449;2,286147021;1,615894519;2,450897937;3,214657409;1,380952827;3,003055136;13 terms Henderson moving average;3x5;0,286564472;0,205867954;0,563279111;0,285839941;0,648647368;0,315197978;0,305150521;0,448834733;0,274503828;0,465705895;0,401243002;0,380096653;0,404356346;Good;0;Good;0,005;Bad;Good;Good;0,241;Good;0,806;Good;0,225;Good;0,358;Good;0,017;Good;0,993;Good;0,687;Good;0,38;Good;0,404;;;;;;;Good;0,997;Good;0,97;Good;0,875;Good;0,806;Good;0,687;Good;0,715;Good;0,809;Good;0,875;Good;0,929;Good
RF2594;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;4,399308;2,0305;7;0;td-derived;-2,122955;-3,0455;0;;;;4;1;2;1;0;Monday;1,888866;2,7088;Tuesday;0,647148;0,9142;Wednesday;0,280723;0,397;Thursday;0,13844;0,1951;Friday;3,190356;4,4894;Saturday;-4,022578;-5,7751;LS (3-2020);-29,813492;-7,5213;LS (6-2020);22,989848;6,4031;TC (4-2020);-20,425754;-4,9741;AO (9-2013);-12,332946;-3,635;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;14;-300,800032139;-300,800032139;1956,626385146;629,600064278;634,319165402;666,621536866;3,515135;4,636959009;4,337477982;-1,108343;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,445961;0,0634;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,479618;0,3181;3,863673;13,724122;Chi2 with 22 degrees of freedom ;26,450287;0,2329;0;11,802871;22,105572;0;0,938474;9,406115;0,197075;8,615385;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,473646;;-0,284086;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,090897046;0,540874273;0,017361651;0,034029751;0,259957137;0,943119858;;;0,919209486;0,001425829;0,226320934;0;0;0,000000037;0;0;aT.AT.AT.At.AT.AT;Present;0,213673154;0;0,334418433;1;0,548636674;0,151423931;0,121822832;--.--.--.A-.--.--;None;None;0,353993402;0,368127461;0,548825926;1;0,974335803;0,651132609;--.--.--.--.--.a-;None;None;0,763576683;0,532340467;0,671559801;1;0,999973704;0,868182685;0,546875077;--.--.--.--.--.--;None;None;0,285198716;0,825955686;-0,402711942;0,986227239;0,850317609;0,940109134;0,887183826;0,986157179;0,979430091;3,297113344;3,12834023;2,342259037;6,462760096;6,003929782;2,668500069;1,757803097;4,338389569;2,156125917;1,159060336;0,936368556;6,183072213;4,776841268;2,668002277;1,972225696;13 terms Henderson moving average;3x3;0,170901174;0,094153398;0,477263512;0,057167988;0,530638698;0,663096385;0,266959749;0,697170551;0,567322962;0,892827573;0,83373536;0,381940951;0,422012636;Good;0;Good;0,004;Good;Good;Good;0,145;Good;0,911;Uncertain;0,079;Good;0,337;Uncertain;0,034;Bad;0,001;Good;0,226;Good;0,382;Good;0,422;;;;;;;Good;1;Good;1;Good;0,878;Good;0,915;Good;0,594;Good;0,381;Good;0,857;Good;0,85;Good;0,887;Good
RF2599;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;1,977799;0,6356;7;0;td-derived;-2,486804;-2,2352;0,000006593;;;;2;1;0;1;0;Monday;0,958736;0,8616;Tuesday;1,194776;1,0543;Wednesday;1,92327;1,6998;Thursday;-0,974948;-0,8624;Friday;1,807421;1,5714;Saturday;-2,422449;-2,1967;AO (4-2020);-49,020415;-8,7536;TC (3-2020);-32,460348;-7,2557;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;12;-317,380211232;-317,380211232;2445,693803827;658,760422465;662,188993893;690,493113254;3,64892688;5,12813639;4,849359398;1,265051;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;0,324284;0,177;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,83849;0,0809;5,06114;26,543917;Chi2 with 22 degrees of freedom ;23,431096;0,3777;1,477373;22,292635;20,994067;1,282248;0;3,101908;0,231964;9,952737;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,84285;;-0,747704;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,010233259;0,730877901;0,040948819;0,025282561;0,211009045;1,018351585;;;0,149811313;0,337754316;0,574538643;0;0;0;0;0;A-.AT.AT.At.AT.AT;Present;0,343037989;0;0,615894075;0,477741037;0,689737739;0,832238023;0,595360127;--.--.--.--.--.--;None;None;0,237308705;0,598745905;0,945160529;1;0,999448382;0,978962897;--.--.--.--.--.--;None;None;0,176542865;0,941614298;0,965179068;1;0,998222627;0,980231806;0,969398101;--.--.--.--.--.--;None;None;0,119299743;0,970076755;-0,497547056;0,999319012;0,982725405;0,997274823;0,940063327;0,997454973;0,997478791;6,81274809;13,968784126;4,20103363;5,54486531;5,470386619;6,118102518;5,238652776;5,872653903;5,016702576;2,711487835;4,527367332;5,030031155;8,732979206;1,186200558;3,5284012;23-Henderson;3x5;0,306206127;0,335133211;2,479849684;0,114335976;3;0,080413452;0,199685805;0,384645544;0,213566244;0,407575493;0,362177943;0,771266865;0,825171025;Good;0;Good;0,003;Good;Good;Uncertain;0,08;Good;0,229;Good;0,37;Good;0,291;Good;0,017;Good;0,338;Good;0,575;Good;0,771;Good;0,825;;;;;;;Good;1;Good;1;Good;0,982;Good;0,943;Good;0,384;Good;0,491;Good;0,715;Good;0,983;Good;0,94;Good
RF2611;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;;;;;0;0;;;;;;;;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105;4;119,239488926;-370,046907183;0,631520758;748,093814367;748,493814367;758,709655767;-4,980614521;0,078685323;0,077553101;0,247761;Normal with Mean = 0.0 and Stdev = 0.23904572186687872;-0,160875;0,501;Normal with Mean = 3.0 and Stdev = 0.47809144373375745;3,327132;0,4938;1,781438;23,571972;Chi2 with 22 degrees of freedom ;20,206599;0,5701;0;20,756068;17,672033;0;-0,389132;3,561902;-0,271461;10,244817;(1,0,1)(0,1,0);1;1;0;1;0;1;0;-0,840532;;;;-0,469949;;;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,114514383;0,708611093;0,120088676;0;0;0,943214153;;;0,862680514;0,051753333;0,131148131;0;0;0,00000104;0;0;--.aT.aT.At.--.--;Present;0,004836135;0;0,935745377;1;0,887904204;0,945960251;0,956860373;--.--.--.-t.--.--;None;None;0,001480978;0,923816907;0,934203943;0,231828004;0,999436955;0,882956895;--.--.--.at.--.--;None;None;0,544808224;0,933663248;0,973547997;0,327213387;0,999912291;0,982069729;0,922605927;--.--.--.-t.--.--;None;None;0,075999129;0,92524229;-0,396932658;0,054293187;0,036718925;0,192405201;0,450041771;0,936718782;0,880653935;4,544506753;5,115330053;2,720049385;3,983341501;5,218872072;2,843895151;1,335042589;8,044130099;7,399861043;1,226937091;11,419706492;1,443356613;4,357580655;5,705840331;1,121822337;13 terms Henderson moving average;3x5;1,806193756;0,514799585;1,192602043;0,543095888;0,856631202;0,511980246;0,601672143;0,956044318;0,819947716;1,127527294;1,101155699;0,86715041;0,910699388;Good;0;Good;0,004;Good;Good;Good;0,41;Good;0,37;Good;0,426;Good;0,439;Good;0;Uncertain;0,052;Good;0,131;Good;0,867;Good;0,911;;;;;;;Good;0,327;Good;0,26;Good;0,666;Good;0,686;Good;0,925;Good;0,325;Good;0,934;Uncertain;0,037;Good;0,45;Good
RF2612;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;0;;Leap year;1,188884;0,3443;7;0;td-derived;-1,156063;-0,9874;0,000048763;;;;1;0;0;1;0;Monday;2,232721;1,9095;Tuesday;1,102538;0,9425;Wednesday;-0,360239;-0,3089;Thursday;0,595566;0,5013;Friday;1,533901;1,2836;Saturday;-3,948425;-3,4192;TC (3-2020);-37,986696;-7,5196;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;11;-331,364031632;-331,364031632;3198,849788962;684,728063264;687,597628481;713,816363155;3,872731732;5,833550969;5,546004963;-0,293005;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,161481;0,5014;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,366978;0,4449;1,981524;15,508748;Chi2 with 22 degrees of freedom ;16,337496;0,7988;0,01301;13,787635;14,720075;0;-1,64233;36,720286;-0,756735;10,778512;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,659122;;-0,769619;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,089133419;0,733647462;0,073360726;0,039635497;0,153038935;1,088816039;;;0,587965046;0,021057299;0,007058123;0;0;0,000000081;0;0;At.AT.AT.AT.AT.at;Present;0,711707902;0;0,691111542;1;0,640530178;0,299656436;0,503097619;--.--.--.--.--.--;None;None;0,295599174;0,693871119;0,829952328;1;0,998891212;0,909970509;--.--.--.--.--.--;None;None;0,022766703;0,821026912;0,904408091;1;0,999987184;0,935235008;0,941914968;--.--.--.--.--.--;None;None;0,033599296;0,867414035;-0,453905411;0,995921348;0,996584847;0,999893218;0,999591444;0,999847245;0,999845966;4,328062122;4,646037564;4,623199859;6,264307709;7,78070107;6,415984811;3,061250254;7,342399725;6,47251038;4,752294392;5,211752041;6,864548849;4,566664496;2,729751313;2,734289687;13 terms Henderson moving average;3x5;0,572588465;0,363595699;0,745742172;0,4859279;0,862282744;0,249279944;0,254188075;0,434418402;0,316786701;0,581567488;0,551380057;0,474138031;0,487800567;Good;0;Good;0,002;Good;Good;Good;0,371;Good;0,839;Good;0,526;Good;0,565;Good;0,009;Uncertain;0,021;Bad;0,007;Good;0,474;Good;0,488;;;;;;;Good;1;Good;1;Good;0,966;Good;0,917;Good;0,736;Good;0,598;Good;0,867;Good;0,997;Good;1;Good
RF2620;12;2012-01-31;2021-09-30;117;0;2012-01-31;2021-09-30;117;1;1;;;;6;0;td-derived;-0,000033;-0,0009;0,003903512;;;;0;0;0;0;0;Monday;-0,000233;-0,0067;Tuesday;0,09257;2,6369;Wednesday;-0,063635;-1,8124;Thursday;0,057754;1,6042;Friday;-0,045511;-1,2626;Saturday;-0,040912;-1,1907;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;104;9;31,350118381;-427,9423014;3,060552814;873,8846028;875,799496417;897,684120893;-3,168534503;0,178551837;0,171547056;0,91045;Normal with Mean = 0.0 and Stdev = 0.2401922307076307;-0,090506;0,7063;Normal with Mean = 3.0 and Stdev = 0.4803844614152614;3,128135;0,7897;0,777911;19,462805;Chi2 with 22 degrees of freedom ;20,427142;0,5563;0;16,976923;18,699862;0;-0,469237;21,161875;-0,558995;13,030698;(0,1,1)(0,1,1);0;0;1;1;0;1;1;;;;;-0,70067;;-0,702477;1;;;;;;;;;;;;;;;;;;;;;;;;;;x13;0,111446197;0,520910176;0,198634438;0,054051339;0;0,88504215;;;0,400857985;0,709187047;0,10286333;0;0;0,004391973;0;0;-t.aT.at.At.--.--;Present;0,113290783;0;0,653396407;1;0,410901416;0,300933779;0,530811918;--.--.A-.--.--.--;None;None;0,620000422;0,635966528;0,676866286;1;0,992247975;0,80583043;--.--.--.--.--.--;None;None;0,72732617;0,66129018;0,732935192;1;0,999682424;0,978272117;0,973633591;--.--.--.--.--.--;None;None;0,067478835;0,337964492;-0,433518046;0,954750454;0,95449469;0,99866143;0,886144508;0,995919596;0,99476616;5,135971677;7,774446706;4,651547102;3,579675866;4,117842982;4,599266167;5,673634549;5,541979895;5,455469534;3,760864676;4,656371689;7,495453906;5,983557319;4,227481548;3,139504974;23-Henderson;3x5;1,728668429;0,891405801;1,291435218;0,228671953;1,494468214;0,260618841;0,551871689;0,725217523;0,573189313;0,969139966;0,962833471;0,876316467;0,874451493;Good;0;Uncertain;0,02;Bad;Good;Good;0,678;Good;0,617;Good;0,351;Good;0,172;Good;0;Good;0,709;Good;0,103;Good;0,876;Good;0,874;;;;;;;Good;1;Good;1;Good;0,899;Good;0,783;Good;0,338;Good;0,759;Good;0,661;Good;0,954;Good;0,886;Good
